customer_id,account_id,transaction_date,transaction_amount,currency,transaction_type,source_account,is_fraud
CUST020,ACC0009,2023-01-04,804.18,USD,debit,SRC3677,0
CUST019,ACC0019,2023-01-03,83.81,CAD,credit,SRC8573,0
CUST019,ACC0002,2023-01-23,987.02,EUR,credit,SRC7216,0
CUST009,ACC0006,2023-03-16,774.52,EUR,credit,SRC5422,0
CUST003,ACC0016,2023-02-14,206.73,EUR,credit,SRC4598,0
CUST011,ACC0004,2023-01-21,15.47,EUR,credit,SRC6313,0
CUST016,ACC0010,2023-03-26,817.31,EUR,debit,SRC1916,0
CUST015,ACC0003,2023-02-10,709.79,EUR,credit,SRC4752,0
CUST004,ACC0013,2023-03-07,731.72,USD,credit,SRC1525,0
CUST014,ACC0002,2023-01-25,773.56,CAD,credit,SRC6168,0
CUST020,ACC0016,2023-03-22,83.3,EUR,debit,SRC7572,0
CUST007,ACC0009,2023-03-12,364.88,USD,credit,SRC5386,0
CUST015,ACC0016,2023-01-16,124.71,USD,debit,SRC2084,0
CUST006,ACC0010,2023-03-12,864.47,USD,credit,SRC4456,0
CUST003,ACC0008,2023-01-15,627.07,EUR,debit,SRC6155,0
CUST005,ACC0016,2023-02-07,337.59,CAD,credit,SRC4483,0
CUST014,ACC0016,2023-03-02,72.92,USD,credit,SRC9179,0
CUST018,ACC0005,2023-02-19,317.87,USD,debit,SRC7482,0
CUST003,ACC0009,2023-02-23,331.93,EUR,credit,SRC8517,0
CUST001,ACC0010,2023-02-08,732.31,CAD,credit,SRC3340,0
CUST005,ACC0015,2023-03-10,641.18,EUR,credit,SRC5339,0
CUST011,ACC0018,2023-03-11,888.34,EUR,credit,SRC3287,0
CUST011,ACC0007,2023-03-31,477.49,USD,credit,SRC5040,0
CUST008,ACC0014,2023-01-06,128.4,EUR,credit,SRC9830,0
CUST013,ACC0013,2023-03-26,716.11,CAD,debit,SRC5304,0
CUST016,ACC0002,2023-01-17,763.18,CAD,credit,SRC8019,0
CUST004,ACC0015,2023-01-13,565.66,CAD,credit,SRC7543,0
CUST001,ACC0005,2023-02-22,773.26,CAD,debit,SRC6930,0
CUST003,ACC0016,2023-02-03,498.86,EUR,credit,SRC4593,0
CUST003,ACC0011,2023-03-28,527.51,CAD,credit,SRC3266,0
CUST011,ACC0016,2023-03-11,433.27,USD,debit,SRC9348,0
CUST008,ACC0010,2023-01-30,35.16,CAD,debit,SRC9085,0
CUST014,ACC0004,2023-03-23,116.81,CAD,debit,SRC2489,0
CUST015,ACC0006,2023-03-30,41.11,EUR,debit,SRC1771,0
CUST002,ACC0011,2023-01-08,640.05,EUR,credit,SRC2796,0
CUST012,ACC0014,2023-01-19,321.21,USD,credit,SRC3504,0
CUST019,ACC0006,2023-01-22,513.48,USD,debit,SRC3621,0
CUST020,ACC0013,2023-03-21,908.49,CAD,debit,SRC7916,0
CUST016,ACC0019,2023-01-19,256.8,USD,credit,SRC2040,0
CUST009,ACC0015,2023-02-02,416.28,CAD,debit,SRC7304,0
CUST015,ACC0010,2023-03-28,758.0,CAD,debit,SRC7252,0
CUST003,ACC0015,2023-02-14,236.51,CAD,credit,SRC8668,0
CUST014,ACC0009,2023-02-28,86.21,EUR,debit,SRC9669,0
CUST013,ACC0016,2023-01-14,296.85,USD,credit,SRC5119,0
CUST019,ACC0012,2023-03-15,169.61,EUR,credit,SRC1188,0
CUST001,ACC0013,2023-02-05,930.4,USD,debit,SRC2876,0
CUST020,ACC0016,2023-02-06,810.04,USD,credit,SRC9797,0
CUST008,ACC0007,2023-03-21,637.07,EUR,debit,SRC5371,0
CUST004,ACC0002,2023-02-09,872.75,EUR,debit,SRC6573,0
CUST019,ACC0012,2023-01-17,805.64,USD,credit,SRC2827,0
CUST011,ACC0014,2023-01-23,194.7,USD,debit,SRC5808,0
CUST018,ACC0012,2023-03-09,893.63,CAD,credit,SRC8123,0
CUST006,ACC0009,2023-03-03,543.95,EUR,credit,SRC3591,0
CUST004,ACC0015,2023-01-10,809.37,USD,debit,SRC8433,0
CUST013,ACC0018,2023-02-16,897.13,USD,credit,SRC1053,0
CUST001,ACC0009,2023-03-10,324.82,USD,credit,SRC5315,0
CUST012,ACC0009,2023-03-16,118.95,EUR,credit,SRC9201,0
CUST004,ACC0008,2023-03-02,235.66,USD,credit,SRC3927,0
CUST020,ACC0008,2023-03-24,432.84,USD,credit,SRC9317,0
CUST010,ACC0014,2023-01-15,819.83,USD,debit,SRC2743,0
CUST002,ACC0010,2023-03-05,862.12,USD,debit,SRC5889,0
CUST008,ACC0018,2023-01-18,16.88,EUR,credit,SRC9317,0
CUST012,ACC0018,2023-02-23,515.64,CAD,debit,SRC4258,0
CUST014,ACC0004,2023-03-04,423.24,CAD,credit,SRC3504,0
CUST009,ACC0002,2023-03-30,229.89,EUR,debit,SRC7126,0
CUST015,ACC0015,2023-01-31,128.67,EUR,debit,SRC3646,0
CUST012,ACC0018,2023-03-24,344.24,EUR,debit,SRC9837,0
CUST013,ACC0009,2023-01-25,943.48,USD,credit,SRC9689,0
CUST003,ACC0007,2023-03-24,329.97,CAD,debit,SRC1009,0
CUST002,ACC0011,2023-02-01,523.6,USD,debit,SRC6310,0
CUST003,ACC0018,2023-01-27,705.99,CAD,debit,SRC9005,0
CUST008,ACC0011,2023-01-19,369.99,CAD,debit,SRC1319,0
CUST009,ACC0005,2023-01-17,972.06,CAD,credit,SRC2832,0
CUST006,ACC0004,2023-03-26,962.82,USD,debit,SRC6947,0
CUST001,ACC0012,2023-01-31,259.26,CAD,credit,SRC6038,0
CUST001,ACC0006,2023-02-03,502.28,USD,debit,SRC4923,0
CUST014,ACC0017,2023-01-15,307.87,CAD,debit,SRC1949,0
CUST016,ACC0015,2023-02-16,291.99,CAD,debit,SRC4946,0
CUST015,ACC0017,2023-01-29,46.52,CAD,debit,SRC2290,0
CUST017,ACC0010,2023-02-28,613.47,CAD,debit,SRC2403,0
CUST002,ACC0016,2023-02-21,507.65,EUR,debit,SRC8962,0
CUST016,ACC0015,2023-01-10,60.96,USD,credit,SRC2133,0
CUST020,ACC0005,2023-01-09,285.86,USD,credit,SRC9727,0
CUST020,ACC0019,2023-03-12,909.18,CAD,credit,SRC3060,0
CUST013,ACC0020,2023-03-09,247.17,EUR,credit,SRC3103,0
CUST017,ACC0020,2023-02-25,153.45,USD,debit,SRC8787,0
CUST018,ACC0007,2023-02-25,494.56,EUR,debit,SRC3705,0
CUST014,ACC0011,2023-02-28,985.79,EUR,credit,SRC5342,0
CUST004,ACC0011,2023-02-24,249.63,EUR,credit,SRC9645,0
CUST012,ACC0005,2023-03-29,675.41,EUR,debit,SRC7932,0
CUST003,ACC0003,2023-01-12,764.0,EUR,debit,SRC4470,0
CUST012,ACC0005,2023-03-13,245.26,USD,credit,SRC9835,0
CUST004,ACC0014,2023-02-15,730.93,CAD,credit,SRC4295,0
CUST002,ACC0010,2023-03-18,374.11,EUR,credit,SRC6107,0
CUST004,ACC0019,2023-03-06,635.98,USD,debit,SRC7537,0
CUST016,ACC0008,2023-01-14,637.19,EUR,credit,SRC7118,0
CUST004,ACC0009,2023-03-15,540.42,USD,credit,SRC8177,0
CUST018,ACC0020,2023-03-20,99.39,CAD,debit,SRC9479,0
CUST020,ACC0009,2023-01-04,836.95,USD,credit,SRC8397,0
CUST010,ACC0011,2023-02-14,327.57,USD,debit,SRC2982,0
CUST005,ACC0019,2023-03-26,194.65,EUR,debit,SRC5061,0
CUST005,ACC0001,2023-01-12,50.37,CAD,debit,SRC4681,0
CUST013,ACC0014,2023-02-28,594.98,EUR,debit,SRC2049,0
CUST012,ACC0010,2023-02-11,680.79,CAD,debit,SRC6539,0
CUST002,ACC0005,2023-01-21,26.42,CAD,debit,SRC1344,0
CUST003,ACC0009,2023-02-26,516.97,CAD,credit,SRC4770,0
CUST016,ACC0020,2023-02-26,234.23,EUR,credit,SRC4608,0
CUST007,ACC0017,2023-01-15,648.72,EUR,credit,SRC1117,0
CUST004,ACC0010,2023-03-28,182.62,CAD,credit,SRC2163,0
CUST017,ACC0010,2023-01-06,694.03,USD,credit,SRC1964,0
CUST020,ACC0002,2023-01-01,392.87,USD,credit,SRC4750,0
CUST007,ACC0005,2023-02-02,937.36,EUR,credit,SRC2104,0
CUST004,ACC0001,2023-03-05,146.15,CAD,credit,SRC1514,0
CUST006,ACC0005,2023-02-18,347.66,CAD,debit,SRC6413,0
CUST017,ACC0018,2023-03-27,122.34,EUR,debit,SRC2160,0
CUST013,ACC0002,2023-02-25,925.45,USD,credit,SRC9423,0
CUST003,ACC0011,2023-03-15,878.57,EUR,credit,SRC4899,0
CUST014,ACC0010,2023-01-15,265.36,EUR,debit,SRC5562,0
CUST011,ACC0006,2023-03-21,663.38,EUR,credit,SRC8953,0
CUST003,ACC0014,2023-01-14,819.05,USD,credit,SRC4510,0
CUST019,ACC0013,2023-03-09,559.65,USD,credit,SRC9834,0
CUST010,ACC0011,2023-01-29,534.35,EUR,debit,SRC3167,0
CUST003,ACC0017,2023-03-23,249.43,USD,debit,SRC8744,0
CUST012,ACC0012,2023-03-24,102.17,USD,debit,SRC4981,0
CUST004,ACC0005,2023-02-02,898.24,USD,debit,SRC8749,0
CUST020,ACC0005,2023-03-25,901.41,USD,debit,SRC7669,0
CUST016,ACC0015,2023-03-14,636.77,CAD,credit,SRC4119,0
CUST019,ACC0020,2023-02-11,345.64,CAD,credit,SRC2545,0
CUST005,ACC0015,2023-01-09,355.72,EUR,credit,SRC2588,0
CUST010,ACC0009,2023-03-17,728.7,USD,credit,SRC8062,0
CUST017,ACC0003,2023-02-09,898.14,EUR,credit,SRC6804,0
CUST002,ACC0002,2023-02-17,888.22,EUR,debit,SRC7939,0
CUST003,ACC0020,2023-03-18,782.08,CAD,credit,SRC7735,0
CUST015,ACC0019,2023-03-12,645.61,CAD,debit,SRC8651,0
CUST015,ACC0019,2023-03-25,93.3,USD,credit,SRC1887,0
CUST020,ACC0016,2023-03-06,170.01,USD,debit,SRC2612,0
CUST015,ACC0004,2023-02-13,899.57,CAD,debit,SRC1993,0
CUST017,ACC0006,2023-01-06,610.36,USD,credit,SRC7596,0
CUST015,ACC0017,2023-03-08,19.11,CAD,debit,SRC6559,0
CUST012,ACC0012,2023-02-06,110.46,EUR,credit,SRC2790,0
CUST011,ACC0020,2023-01-07,666.87,CAD,credit,SRC5073,0
CUST003,ACC0011,2023-01-13,15.01,CAD,credit,SRC4139,0
CUST010,ACC0009,2023-03-26,169.2,CAD,debit,SRC4116,0
CUST011,ACC0003,2023-03-16,553.25,CAD,debit,SRC9786,0
CUST012,ACC0010,2023-03-25,694.98,CAD,credit,SRC8350,0
CUST005,ACC0020,2023-04-01,655.44,USD,credit,SRC3296,0
CUST018,ACC0013,2023-03-24,232.03,EUR,debit,SRC7912,0
CUST017,ACC0003,2023-03-24,715.06,CAD,credit,SRC4006,0
CUST017,ACC0012,2023-01-03,244.88,EUR,credit,SRC5563,0
CUST006,ACC0007,2023-02-13,332.15,EUR,debit,SRC8579,0
CUST008,ACC0005,2023-01-20,749.03,USD,credit,SRC5092,0
CUST004,ACC0017,2023-03-11,653.14,CAD,debit,SRC2235,0
CUST011,ACC0020,2023-01-17,850.73,CAD,credit,SRC8260,0
CUST005,ACC0006,2023-01-24,661.04,CAD,debit,SRC2604,0
CUST015,ACC0002,2023-02-22,572.63,EUR,debit,SRC1828,0
CUST015,ACC0020,2023-02-06,102.74,CAD,credit,SRC9856,0
CUST008,ACC0018,2023-01-31,374.04,EUR,credit,SRC1241,0
CUST007,ACC0012,2023-03-28,272.55,CAD,credit,SRC2528,0
CUST015,ACC0010,2023-02-18,251.55,CAD,credit,SRC4872,0
CUST006,ACC0007,2023-03-19,973.28,USD,credit,SRC3724,0
CUST002,ACC0016,2023-02-17,399.17,CAD,debit,SRC7658,0
CUST017,ACC0004,2023-02-06,893.13,USD,debit,SRC8956,0
CUST009,ACC0015,2023-03-07,634.83,USD,credit,SRC8886,0
CUST003,ACC0008,2023-02-27,796.86,EUR,debit,SRC4502,0
CUST014,ACC0002,2023-02-20,507.61,CAD,credit,SRC7570,0
CUST008,ACC0013,2023-01-11,581.13,EUR,debit,SRC1960,0
CUST001,ACC0011,2023-01-13,497.59,CAD,credit,SRC3697,0
CUST005,ACC0005,2023-01-05,203.29,EUR,credit,SRC7209,0
CUST005,ACC0016,2023-02-27,725.23,CAD,debit,SRC1035,0
CUST003,ACC0001,2023-02-02,287.96,USD,debit,SRC7396,0
CUST018,ACC0020,2023-03-09,34.07,EUR,debit,SRC5345,0
CUST010,ACC0008,2023-02-08,649.02,USD,debit,SRC8454,0
CUST008,ACC0014,2023-03-23,185.34,CAD,credit,SRC5673,0
CUST003,ACC0004,2023-03-05,941.05,CAD,debit,SRC7930,0
CUST017,ACC0019,2023-01-31,954.39,CAD,debit,SRC8973,0
CUST010,ACC0014,2023-01-01,915.72,CAD,credit,SRC3536,0
CUST008,ACC0019,2023-02-23,376.46,USD,debit,SRC4111,0
CUST017,ACC0012,2023-01-09,25.3,CAD,debit,SRC5861,0
CUST013,ACC0016,2023-01-06,929.04,CAD,credit,SRC4566,0
CUST012,ACC0009,2023-01-03,433.9,EUR,debit,SRC1958,0
CUST012,ACC0008,2023-03-26,966.99,CAD,debit,SRC9883,0
CUST019,ACC0011,2023-01-18,963.98,USD,credit,SRC1998,0
CUST018,ACC0011,2023-03-24,854.48,USD,credit,SRC6138,0
CUST016,ACC0006,2023-01-18,301.5,USD,credit,SRC1936,0
CUST002,ACC0010,2023-01-26,391.25,USD,debit,SRC1821,0
CUST002,ACC0011,2023-02-09,852.63,CAD,credit,SRC8811,0
CUST018,ACC0016,2023-02-02,323.75,USD,debit,SRC9238,0
CUST010,ACC0012,2023-01-07,177.8,CAD,credit,SRC9701,0
CUST009,ACC0004,2023-02-17,561.23,EUR,credit,SRC3579,0
CUST015,ACC0013,2023-02-13,936.79,USD,credit,SRC1931,0
CUST016,ACC0012,2023-03-08,699.07,EUR,debit,SRC9320,0
CUST014,ACC0003,2023-02-25,574.36,CAD,debit,SRC2312,0
CUST018,ACC0010,2023-02-11,106.2,USD,debit,SRC4044,0
CUST011,ACC0010,2023-02-09,618.86,EUR,credit,SRC2122,0
CUST006,ACC0015,2023-02-14,990.15,EUR,debit,SRC2113,0
CUST012,ACC0020,2023-02-25,148.68,EUR,debit,SRC4853,0
CUST003,ACC0013,2023-02-16,523.15,CAD,debit,SRC7615,0
CUST001,ACC0005,2023-03-19,878.6,CAD,credit,SRC2964,0
CUST002,ACC0005,2023-01-09,743.36,USD,credit,SRC5033,0
CUST012,ACC0013,2023-03-14,700.05,USD,debit,SRC1651,0
CUST015,ACC0012,2023-02-17,705.46,EUR,debit,SRC2343,0
CUST019,ACC0005,2023-03-09,365.9,EUR,credit,SRC7868,0
CUST011,ACC0009,2023-02-01,300.66,USD,debit,SRC9565,0
CUST006,ACC0016,2023-03-08,811.27,EUR,debit,SRC6183,0
CUST009,ACC0009,2023-04-01,812.01,EUR,debit,SRC5272,0
CUST020,ACC0010,2023-03-30,868.4,EUR,debit,SRC4346,0
CUST004,ACC0005,2023-01-10,914.11,EUR,debit,SRC6147,0
CUST015,ACC0003,2023-03-29,516.23,EUR,credit,SRC4910,0
CUST003,ACC0018,2023-03-11,506.5,EUR,credit,SRC5351,0
CUST006,ACC0006,2023-02-16,800.31,CAD,debit,SRC7484,0
CUST004,ACC0007,2023-01-18,653.46,USD,credit,SRC3144,0
CUST001,ACC0012,2023-03-12,704.95,CAD,credit,SRC5915,0
CUST015,ACC0018,2023-01-17,797.83,CAD,debit,SRC8491,0
CUST003,ACC0010,2023-02-20,891.11,CAD,credit,SRC6180,0
CUST017,ACC0014,2023-02-22,344.62,CAD,debit,SRC2188,0
CUST005,ACC0011,2023-03-24,381.83,USD,credit,SRC1152,0
CUST015,ACC0017,2023-02-14,103.04,USD,debit,SRC8508,0
CUST005,ACC0014,2023-03-06,582.5,USD,debit,SRC2638,0
CUST017,ACC0005,2023-02-08,45.58,USD,debit,SRC2200,0
CUST011,ACC0008,2023-02-14,470.94,CAD,credit,SRC9808,0
CUST003,ACC0009,2023-01-26,547.22,CAD,credit,SRC4492,0
CUST005,ACC0010,2023-03-20,293.68,CAD,debit,SRC9288,0
CUST017,ACC0006,2023-03-17,594.92,CAD,debit,SRC5345,0
CUST006,ACC0020,2023-03-19,40.2,EUR,debit,SRC3170,0
CUST001,ACC0003,2023-01-06,46.97,CAD,credit,SRC6718,0
CUST007,ACC0019,2023-02-23,824.37,CAD,debit,SRC2127,0
CUST016,ACC0018,2023-02-07,366.59,CAD,credit,SRC5002,0
CUST016,ACC0008,2023-03-29,135.79,EUR,credit,SRC7054,0
CUST015,ACC0003,2023-03-30,527.02,USD,debit,SRC5669,0
CUST015,ACC0014,2023-03-03,772.29,EUR,debit,SRC3584,0
CUST011,ACC0020,2023-01-19,223.66,EUR,credit,SRC8179,0
CUST012,ACC0013,2023-01-17,626.66,EUR,debit,SRC9900,0
CUST011,ACC0008,2023-03-01,94.49,USD,credit,SRC5956,0
CUST015,ACC0008,2023-01-19,61.16,USD,debit,SRC9666,0
CUST010,ACC0013,2023-03-20,536.04,EUR,debit,SRC1128,0
CUST006,ACC0011,2023-03-15,545.23,CAD,credit,SRC5905,0
CUST007,ACC0006,2023-03-05,641.06,CAD,credit,SRC2697,0
CUST016,ACC0010,2023-03-05,728.83,USD,debit,SRC3200,0
CUST013,ACC0017,2023-02-28,976.09,USD,debit,SRC5333,0
CUST019,ACC0012,2023-01-07,521.14,USD,credit,SRC2891,0
CUST016,ACC0020,2023-03-25,329.73,CAD,credit,SRC2753,0
CUST010,ACC0018,2023-01-02,797.23,USD,credit,SRC3546,0
CUST005,ACC0009,2023-02-16,278.12,EUR,credit,SRC5462,0
CUST002,ACC0013,2023-01-07,444.58,CAD,debit,SRC5616,0
CUST012,ACC0018,2023-02-06,87.67,USD,credit,SRC4450,0
CUST017,ACC0015,2023-03-12,35.1,EUR,debit,SRC6617,0
CUST005,ACC0004,2023-02-20,963.02,EUR,credit,SRC4335,0
CUST018,ACC0012,2023-01-19,837.62,USD,credit,SRC5325,0
CUST017,ACC0002,2023-01-06,699.01,USD,debit,SRC9280,0
CUST011,ACC0016,2023-03-08,414.86,EUR,debit,SRC9004,0
CUST020,ACC0017,2023-01-18,181.56,EUR,credit,SRC5114,0
CUST006,ACC0013,2023-03-20,164.87,CAD,credit,SRC1832,0
CUST019,ACC0011,2023-03-06,257.74,CAD,credit,SRC2512,0
CUST019,ACC0010,2023-03-02,553.73,USD,credit,SRC7939,0
CUST011,ACC0004,2023-02-23,717.45,CAD,credit,SRC5533,0
CUST001,ACC0020,2023-03-02,663.6,EUR,debit,SRC1722,0
CUST002,ACC0019,2023-03-03,287.13,USD,credit,SRC1058,0
CUST005,ACC0008,2023-01-05,955.32,CAD,debit,SRC6464,0
CUST007,ACC0001,2023-02-26,740.52,EUR,credit,SRC3143,0
CUST005,ACC0014,2023-03-30,558.81,USD,credit,SRC5291,0
CUST017,ACC0020,2023-03-02,615.6,CAD,debit,SRC3647,0
CUST005,ACC0017,2023-01-27,425.4,CAD,credit,SRC8239,0
CUST016,ACC0017,2023-02-18,255.25,EUR,debit,SRC8007,0
CUST015,ACC0018,2023-02-13,362.41,CAD,credit,SRC1158,0
CUST009,ACC0020,2023-03-03,760.27,USD,debit,SRC2832,0
CUST009,ACC0018,2023-02-08,24.25,USD,credit,SRC2232,0
CUST010,ACC0007,2023-03-30,124.91,CAD,credit,SRC3442,0
CUST011,ACC0016,2023-02-14,55.54,CAD,credit,SRC9938,0
CUST010,ACC0004,2023-03-15,50.32,CAD,credit,SRC1590,0
CUST013,ACC0012,2023-01-19,856.91,EUR,debit,SRC7049,0
CUST010,ACC0003,2023-02-14,706.62,EUR,credit,SRC3426,0
CUST016,ACC0007,2023-01-26,479.43,CAD,credit,SRC8041,0
CUST018,ACC0009,2023-01-18,106.86,USD,debit,SRC3088,0
CUST008,ACC0002,2023-03-27,496.7,CAD,debit,SRC1685,0
CUST008,ACC0002,2023-01-13,478.74,EUR,credit,SRC6050,0
CUST016,ACC0004,2023-03-29,181.47,USD,debit,SRC6974,0
CUST018,ACC0006,2023-02-22,439.51,CAD,credit,SRC1653,0
CUST016,ACC0007,2023-02-06,404.52,EUR,credit,SRC6862,0
CUST002,ACC0003,2023-03-25,619.69,CAD,debit,SRC4441,0
CUST018,ACC0002,2023-01-23,638.74,EUR,debit,SRC5088,0
CUST002,ACC0013,2023-03-05,54.85,USD,credit,SRC2684,0
CUST002,ACC0001,2023-02-08,380.87,CAD,debit,SRC6794,0
CUST011,ACC0010,2023-02-28,629.6,CAD,credit,SRC7658,0
CUST005,ACC0017,2023-03-01,508.1,EUR,debit,SRC3532,0
CUST004,ACC0011,2023-01-21,857.92,CAD,credit,SRC4878,0
CUST009,ACC0006,2023-01-02,662.11,CAD,credit,SRC3662,0
CUST010,ACC0019,2023-03-28,171.31,USD,debit,SRC3900,0
CUST020,ACC0013,2023-02-24,79.86,CAD,credit,SRC7755,0
CUST003,ACC0013,2023-03-27,646.0,USD,debit,SRC1406,0
CUST005,ACC0016,2023-02-11,36.25,USD,debit,SRC3938,0
CUST009,ACC0013,2023-01-31,589.92,EUR,credit,SRC6442,0
CUST011,ACC0010,2023-03-16,940.83,CAD,debit,SRC7745,0
CUST009,ACC0012,2023-03-30,579.72,USD,debit,SRC5065,0
CUST004,ACC0015,2023-02-09,394.29,USD,credit,SRC5371,0
CUST017,ACC0010,2023-03-30,646.86,USD,credit,SRC3608,0
CUST012,ACC0020,2023-01-29,463.67,USD,debit,SRC2771,0
CUST016,ACC0005,2023-02-28,550.16,CAD,credit,SRC7267,0
CUST014,ACC0018,2023-03-02,942.05,CAD,debit,SRC1634,0
CUST008,ACC0020,2023-01-11,392.24,CAD,credit,SRC8711,0
CUST017,ACC0012,2023-01-10,961.58,CAD,debit,SRC4644,0
CUST002,ACC0018,2023-03-06,906.3,USD,debit,SRC4269,0
CUST006,ACC0011,2023-03-08,203.83,EUR,debit,SRC8541,0
CUST007,ACC0019,2023-03-04,78.67,USD,credit,SRC6728,0
CUST002,ACC0015,2023-01-17,109.77,CAD,credit,SRC6000,0
CUST015,ACC0019,2023-01-08,28.04,CAD,credit,SRC4728,0
CUST010,ACC0001,2023-02-20,103.5,EUR,debit,SRC4652,0
CUST007,ACC0019,2023-01-10,686.18,USD,credit,SRC1387,0
CUST012,ACC0003,2023-03-11,80.48,USD,debit,SRC4164,0
CUST016,ACC0002,2023-02-06,325.79,EUR,debit,SRC7528,0
CUST005,ACC0014,2023-02-17,846.43,EUR,credit,SRC6378,0
CUST013,ACC0013,2023-01-11,33.04,CAD,debit,SRC5564,0
CUST012,ACC0004,2023-01-23,816.32,CAD,credit,SRC2137,0
