customer_id,account_id,transaction_date,transaction_amount,currency,transaction_type,source_account,is_fraud
1003,2303,2023-01-15,367.27,EUR,debit,3725,0
1008,2129,2023-01-18,55.06,USD,credit,3714,0
1002,2653,2023-02-25,755.26,USD,debit,3587,0
1004,2480,2023-01-31,446.06,USD,debit,3258,0
1007,2116,2023-02-22,74.69,EUR,debit,3590,0
1010,2702,2023-01-04,160.21,CAD,credit,3087,0
1003,2121,2023-02-05,766.8,CAD,debit,3794,0
1008,2389,2023-01-29,909.42,EUR,credit,3312,0
1009,2635,2023-01-04,613.53,CAD,debit,3970,0
1003,2640,2023-01-14,272.0,USD,debit,3245,0
1002,2565,2023-01-05,164.97,EUR,credit,3705,0
1009,2481,2023-01-19,42.31,EUR,credit,3719,0
1007,2072,2023-02-13,241.09,EUR,debit,3435,0
1001,2557,2023-01-15,651.16,EUR,debit,3073,0
1000,2169,2023-02-20,314.54,CAD,credit,3449,0
1001,2479,2023-02-14,311.05,EUR,credit,3512,0
1008,2505,2023-01-29,89.64,USD,credit,3752,0
1005,2618,2023-01-17,35.61,USD,debit,3783,0
1010,2841,2023-01-18,580.48,USD,credit,3531,0
1010,2452,2023-02-28,285.38,CAD,credit,3650,0
1007,2992,2023-01-06,475.31,EUR,credit,3328,0
1010,2107,2023-02-24,169.22,EUR,credit,3295,0
1010,2967,2023-01-26,815.43,CAD,debit,3465,0
1001,2322,2023-01-17,330.04,EUR,debit,3673,0
1008,2473,2023-01-27,63.66,CAD,credit,3637,0
1007,2640,2023-01-29,762.39,USD,credit,3562,0
1002,2949,2023-01-19,443.73,CAD,credit,3124,0
1000,2996,2023-02-10,612.78,USD,debit,3318,0
1008,2014,2023-02-05,413.91,USD,debit,3472,0
1001,2663,2023-02-23,162.43,CAD,credit,3521,0
1004,2425,2023-02-23,487.67,EUR,debit,3467,0
1008,2148,2023-01-25,198.7,CAD,debit,3884,0
1001,2282,2023-02-19,792.11,EUR,credit,3956,0
1008,2273,2023-02-22,12.54,CAD,credit,3857,0
1009,2593,2023-02-12,494.74,USD,credit,3551,0
1007,2353,2023-01-22,556.4,CAD,credit,3466,0
1005,2890,2023-01-13,980.97,USD,credit,3239,0
1006,2044,2023-01-21,747.26,CAD,credit,3395,0
1010,2811,2023-02-22,655.5,USD,credit,3987,0
1000,2129,2023-02-02,965.7,EUR,debit,3895,0
1007,2102,2023-02-03,911.34,USD,debit,3419,0
1010,2993,2023-01-10,84.08,EUR,credit,3638,0
1006,2665,2023-01-06,853.25,CAD,credit,3977,0
1005,2641,2023-02-15,888.56,EUR,debit,3632,0
1001,2240,2023-02-10,687.56,EUR,debit,3764,0
1001,2444,2023-01-07,762.77,CAD,debit,3454,0
1002,2710,2023-01-20,904.39,USD,credit,3815,0
1000,2300,2023-01-23,381.09,USD,debit,3543,0
1006,2579,2023-02-13,794.59,USD,debit,3080,0
1009,2891,2023-01-25,623.51,USD,credit,3934,0
1009,2146,2023-01-15,466.54,EUR,credit,3261,0
1010,2009,2023-02-27,806.59,EUR,debit,3075,0
1007,2967,2023-01-23,987.78,EUR,credit,3706,0
1004,2467,2023-02-24,309.1,EUR,credit,3109,0
1003,2390,2023-02-06,365.37,EUR,credit,3022,0
1010,2405,2023-01-18,18.02,CAD,debit,3932,0
1009,2763,2023-02-01,834.51,EUR,debit,3621,0
1005,2224,2023-02-10,198.23,EUR,debit,3643,0
1001,2925,2023-02-10,649.88,EUR,credit,3034,0
1009,2373,2023-02-16,140.1,EUR,credit,3765,0
1006,2179,2023-01-13,140.84,CAD,credit,3543,0
1008,2935,2023-01-18,832.17,EUR,credit,3990,0
1004,2764,2023-02-25,345.33,USD,credit,3986,0
1001,2144,2023-02-18,966.84,CAD,credit,3990,0
1008,2374,2023-01-06,792.78,USD,credit,3549,0
1001,2465,2023-01-24,676.1,CAD,credit,3598,0
1006,2842,2023-02-10,940.89,USD,debit,3482,0
1000,2634,2023-02-26,943.74,EUR,debit,3663,0
1001,2650,2023-02-22,469.62,CAD,credit,3664,0
1006,2119,2023-01-09,54.89,USD,credit,3504,0
1001,2099,2023-01-16,888.39,USD,credit,3464,0
1005,2686,2023-03-02,745.71,CAD,credit,3601,0
1002,2906,2023-01-27,658.37,EUR,credit,3961,0
1004,2033,2023-02-14,376.82,EUR,credit,3973,0
1003,2875,2023-01-24,108.36,CAD,credit,3557,0
1010,2367,2023-01-04,404.16,USD,debit,3971,0
1007,2093,2023-02-12,219.98,CAD,debit,3051,0
1005,2249,2023-01-09,789.11,USD,debit,3849,0
1008,2212,2023-02-07,223.79,USD,credit,3792,0
1002,2807,2023-02-27,600.02,EUR,debit,3133,0
1008,2256,2023-02-21,182.75,CAD,debit,3134,0
1000,2366,2023-02-20,790.55,CAD,credit,3016,0
1002,2271,2023-01-04,135.49,EUR,debit,3763,0
1001,2487,2023-01-29,780.24,CAD,debit,3462,0
1008,2226,2023-03-02,618.96,CAD,credit,3469,0
1010,2987,2023-01-02,70.22,EUR,credit,3436,0
1010,2110,2023-02-01,715.28,EUR,debit,3920,0
1001,2329,2023-02-08,156.85,USD,credit,3639,0
1010,2599,2023-02-05,715.03,EUR,credit,3464,0
1008,2619,2023-01-28,108.19,CAD,debit,3873,0
1010,2666,2023-02-26,771.27,CAD,debit,3440,0
1007,2909,2023-01-15,419.68,EUR,credit,3425,0
1001,2320,2023-01-28,319.4,EUR,credit,3976,0
1002,2703,2023-03-01,479.53,USD,debit,3095,0
1006,2098,2023-02-17,741.41,USD,debit,3600,0
1008,2575,2023-01-22,673.31,EUR,credit,3894,0
1010,2963,2023-02-18,428.71,CAD,debit,3991,0
1004,2614,2023-01-20,358.13,CAD,debit,3158,0
1010,2493,2023-01-15,848.8,EUR,credit,3117,0
1004,2587,2023-01-15,809.15,CAD,debit,3623,0
1010,2849,2023-02-14,274.77,USD,credit,3719,0
1004,2943,2023-01-22,357.51,USD,debit,3579,0
1010,2410,2023-01-05,150.46,CAD,debit,3093,0
1008,2220,2023-01-25,425.63,EUR,debit,3378,0
1004,2738,2023-01-21,779.07,CAD,debit,3904,0
1000,2159,2023-01-11,756.89,USD,debit,3278,0
1007,2677,2023-01-28,490.81,EUR,credit,3279,0
1003,2773,2023-02-02,122.68,EUR,debit,3290,0
1010,2694,2023-02-07,491.77,CAD,credit,3046,0
1003,2404,2023-02-08,64.23,USD,credit,3968,0
1003,2785,2023-01-09,766.52,EUR,credit,3122,0
1000,2509,2023-02-17,436.35,USD,credit,3545,0
1003,2512,2023-02-05,835.02,EUR,debit,3406,0
1000,2446,2023-01-02,465.16,USD,credit,3589,0
1006,2587,2023-01-26,712.4,EUR,credit,3117,0
1006,2021,2023-01-21,180.15,CAD,credit,3851,0
1005,2090,2023-01-28,846.04,USD,credit,3603,0
1006,2536,2023-01-06,401.81,EUR,credit,3226,0
1005,2797,2023-01-11,85.62,CAD,debit,3543,0
1008,2198,2023-02-27,778.47,EUR,debit,3241,0
1001,2149,2023-01-17,205.3,CAD,debit,3778,0
1010,2077,2023-01-12,951.78,CAD,credit,3475,0
1009,2778,2023-02-07,454.42,CAD,credit,3884,0
1010,2323,2023-01-10,445.37,EUR,credit,3646,0
1004,2815,2023-01-18,595.51,EUR,debit,3317,0
1007,2462,2023-01-03,66.32,EUR,debit,3660,0
1001,2629,2023-02-08,512.0,EUR,debit,3460,0
1009,2667,2023-01-13,328.31,EUR,debit,3980,0
1000,2461,2023-01-07,812.86,EUR,debit,3516,0
1010,2176,2023-01-03,255.27,EUR,credit,3536,0
1008,2624,2023-01-11,370.26,EUR,credit,3418,0
1005,2695,2023-02-08,61.84,CAD,credit,3067,0
1005,2096,2023-02-05,681.6,EUR,credit,3741,0
1010,2987,2023-02-28,606.67,USD,credit,3083,0
1009,2679,2023-01-10,917.58,EUR,credit,3132,0
1009,2725,2023-03-02,93.87,CAD,credit,3658,0
1005,2832,2023-01-09,673.42,CAD,debit,3661,0
1010,2433,2023-02-02,368.21,EUR,credit,3184,0
1003,2349,2023-03-02,768.49,USD,debit,3140,0
1002,2079,2023-01-19,845.98,USD,debit,3677,0
1005,2897,2023-02-19,621.85,CAD,credit,3157,0
1002,2185,2023-02-23,695.92,CAD,debit,3738,0
1007,2044,2023-01-27,370.66,CAD,debit,3992,0
1007,2625,2023-01-19,754.87,EUR,debit,3546,0
1003,2316,2023-02-21,786.53,USD,credit,3694,0
1009,2451,2023-01-30,771.74,EUR,credit,3989,0
1002,2836,2023-01-13,803.25,USD,credit,3053,0
1010,2492,2023-02-25,377.5,USD,debit,3291,0
1001,2781,2023-01-11,280.06,CAD,debit,3850,0
1006,2093,2023-03-02,911.4,EUR,credit,3952,0
1000,2424,2023-01-04,402.49,EUR,debit,3395,0
1001,2383,2023-01-15,37.91,USD,credit,3810,0
1002,2140,2023-01-03,294.01,EUR,debit,3777,0
1007,2459,2023-02-09,15.2,USD,debit,3262,0
1003,2855,2023-01-10,553.32,CAD,credit,3113,0
1004,2243,2023-01-20,130.63,USD,credit,3654,0
1009,2468,2023-01-05,119.75,EUR,debit,3647,0
1008,2588,2023-01-16,721.36,EUR,credit,3001,0
1009,2361,2023-01-16,574.96,USD,debit,3536,0
1005,2069,2023-02-03,548.64,CAD,debit,3399,0
1007,2044,2023-02-10,393.01,EUR,credit,3765,0
1000,2365,2023-02-20,76.88,USD,debit,3790,0
1009,2752,2023-02-18,339.19,USD,credit,3559,0
1005,2833,2023-02-11,183.34,CAD,credit,3712,0
1007,2646,2023-01-12,813.38,USD,credit,3037,0
1004,2206,2023-01-03,793.2,USD,credit,3955,0
1004,2527,2023-01-26,989.23,CAD,credit,3259,0
1000,2771,2023-02-11,199.19,EUR,debit,3886,0
1010,2339,2023-01-18,133.23,EUR,credit,3910,0
1006,2761,2023-01-29,895.69,EUR,credit,3997,0
1002,2508,2023-02-14,502.55,CAD,credit,3820,0
1001,2744,2023-01-28,88.14,CAD,debit,3558,0
1004,2328,2023-01-07,89.27,CAD,credit,3313,0
1007,2617,2023-02-15,431.85,CAD,credit,3359,0
1007,2043,2023-02-16,871.34,EUR,credit,3281,0
1010,2810,2023-03-02,66.78,CAD,credit,3372,0
1008,2820,2023-02-17,682.62,USD,debit,3869,0
1009,2694,2023-02-20,443.79,USD,debit,3241,0
1010,2375,2023-01-24,389.03,CAD,debit,3619,0
1002,2695,2023-01-29,949.34,EUR,credit,3781,0
1001,2587,2023-01-09,534.17,EUR,credit,3665,0
1004,2255,2023-01-08,35.65,USD,credit,3530,0
1006,2935,2023-02-05,126.58,EUR,credit,3219,0
1009,2292,2023-02-14,917.31,EUR,debit,3125,0
1002,2873,2023-01-05,457.52,CAD,credit,3089,0
1010,2990,2023-02-24,986.71,CAD,credit,3726,0
1001,2563,2023-02-04,297.46,EUR,debit,3728,0
1010,2178,2023-02-20,367.88,USD,debit,3205,0
1002,2242,2023-02-20,499.08,EUR,credit,3478,0
1008,2132,2023-02-09,885.4,USD,credit,3407,0
1007,2538,2023-01-27,771.47,CAD,debit,3128,0
1005,2657,2023-01-05,455.47,CAD,credit,3131,0
1008,2655,2023-02-07,190.14,USD,credit,3514,0
1000,2851,2023-01-08,522.92,EUR,debit,3165,0
1005,2957,2023-02-15,233.22,CAD,credit,3866,0
1001,2256,2023-01-13,638.71,CAD,credit,3128,0
1010,2310,2023-02-09,538.14,CAD,debit,3606,0
1009,2157,2023-01-11,662.15,CAD,credit,3862,0
1009,2042,2023-02-22,865.14,USD,debit,3971,0
1010,2789,2023-02-06,272.01,USD,credit,3632,0
1010,2031,2023-02-01,890.11,CAD,credit,3657,0
1004,2494,2023-01-16,806.64,CAD,credit,3304,0
1007,2074,2023-02-14,69.31,EUR,credit,3495,0
1007,2208,2023-01-22,610.59,EUR,credit,3751,0
1005,2998,2023-01-26,139.46,EUR,debit,3326,0
1003,2477,2023-01-08,274.8,USD,debit,3099,0
1000,2297,2023-03-02,390.31,CAD,credit,3254,0
1002,2833,2023-01-21,934.41,CAD,credit,3194,0
1002,2510,2023-02-02,472.15,EUR,credit,3023,0
1001,2967,2023-01-26,510.39,USD,debit,3597,0
1005,2049,2023-01-04,288.54,CAD,credit,3292,0
1008,2008,2023-02-24,116.42,USD,credit,3744,0
1005,2782,2023-01-26,372.28,EUR,debit,3583,0
1008,2199,2023-01-24,557.69,USD,credit,3516,0
1007,2782,2023-02-05,286.92,CAD,debit,3131,0
1001,2403,2023-01-24,796.95,EUR,credit,3773,0
1002,2203,2023-02-08,514.03,CAD,debit,3046,0
1000,2140,2023-02-15,339.71,EUR,credit,3152,0
1009,2914,2023-02-02,148.38,CAD,credit,3166,0
1006,2631,2023-02-17,844.18,CAD,credit,3519,0
1008,2545,2023-02-01,711.65,EUR,credit,3835,0
1000,2377,2023-01-22,677.07,EUR,credit,3815,0
1010,2027,2023-02-08,479.84,CAD,debit,3738,0
1000,2597,2023-01-31,178.81,CAD,credit,3151,0
1010,2248,2023-01-03,576.84,CAD,debit,3195,0
1000,2451,2023-01-21,424.59,EUR,debit,3420,0
1008,2793,2023-02-09,921.32,CAD,debit,3722,0
1002,2531,2023-01-14,565.28,CAD,credit,3538,0
1006,2321,2023-01-12,465.07,CAD,credit,3559,0
1005,2692,2023-02-19,868.98,CAD,credit,3624,0
1007,2196,2023-01-16,286.22,EUR,debit,3964,0
1004,2789,2023-01-19,707.85,CAD,credit,3324,0
1007,2357,2023-02-05,934.36,CAD,credit,3294,0
1001,2587,2023-02-13,547.76,EUR,credit,3977,0
1002,2297,2023-01-03,294.75,CAD,debit,3354,0
1007,2671,2023-01-17,749.87,USD,debit,3847,0
1008,2277,2023-03-01,566.4,EUR,debit,3111,0
1009,2758,2023-02-07,246.89,USD,debit,3653,0
1003,2053,2023-01-07,419.17,CAD,credit,3102,0
1010,2789,2023-01-09,15.13,CAD,debit,3416,0
1010,2957,2023-02-26,879.62,EUR,debit,3774,0
1004,2328,2023-01-19,649.44,USD,debit,3547,0
1000,2935,2023-02-28,183.31,USD,debit,3856,0
1006,2806,2023-02-01,194.45,CAD,credit,3897,0
1000,2009,2023-01-20,572.28,USD,credit,3291,0
1007,2656,2023-02-04,529.08,USD,credit,3279,0
1003,2828,2023-01-08,337.38,CAD,credit,3663,0
1004,2735,2023-01-12,23.94,EUR,credit,3581,0
1010,2775,2023-01-13,183.74,CAD,credit,3846,0
1006,2527,2023-01-21,95.87,CAD,debit,3189,0
1002,2488,2023-01-21,936.47,USD,credit,3392,0
1003,2457,2023-02-18,274.32,EUR,credit,3596,0
1009,2011,2023-01-17,657.15,CAD,debit,3063,0
1010,2121,2023-01-30,313.74,EUR,credit,3706,0
1001,2654,2023-02-28,941.23,EUR,debit,3224,0
1002,2489,2023-01-10,460.43,CAD,credit,3425,0
1008,2934,2023-01-31,759.78,CAD,debit,3780,0
1003,2696,2023-02-18,599.86,USD,credit,3540,0
1005,2079,2023-02-28,568.53,USD,debit,3586,0
1008,2153,2023-01-11,334.84,CAD,credit,3119,0
1010,2210,2023-02-15,587.32,USD,credit,3828,0
1000,2464,2023-01-09,518.12,EUR,debit,3572,0
1007,2688,2023-02-21,315.09,USD,credit,3260,0
1000,2763,2023-01-14,582.53,USD,credit,3352,0
1001,2554,2023-01-04,935.24,USD,credit,3032,0
1004,2418,2023-01-12,771.28,CAD,credit,3383,0
1006,2459,2023-02-25,917.94,EUR,credit,3082,0
1010,2987,2023-02-12,875.81,USD,credit,3121,0
1002,2550,2023-01-26,533.55,CAD,debit,3854,0
1000,2774,2023-01-02,978.71,EUR,credit,3544,0
1006,2843,2023-01-15,255.04,EUR,debit,3282,0
1003,2959,2023-02-26,727.77,USD,debit,3828,0
1010,2429,2023-02-09,768.39,USD,debit,3211,0
1001,2103,2023-02-08,43.24,CAD,debit,3250,0
1000,2411,2023-01-29,242.0,USD,debit,3143,0
1008,2296,2023-01-15,817.63,CAD,credit,3591,0
1009,2791,2023-02-13,820.2,USD,credit,3897,0
1002,2676,2023-02-03,228.83,EUR,credit,3062,0
1008,2971,2023-02-07,880.92,USD,credit,3569,0
1007,2048,2023-01-23,942.17,CAD,credit,3804,0
1008,2326,2023-02-14,422.16,USD,credit,3385,0
1002,2772,2023-02-04,478.78,USD,credit,3878,0
1002,2825,2023-01-30,915.59,CAD,credit,3991,0
1006,2570,2023-02-03,142.75,USD,credit,3208,0
1005,2662,2023-01-06,923.0,EUR,debit,3548,0
1003,2052,2023-01-18,383.4,CAD,debit,3894,0
1001,2192,2023-02-21,764.08,CAD,debit,3490,0
1003,2890,2023-02-28,339.63,USD,debit,3959,0
1003,2985,2023-02-17,126.14,EUR,debit,3712,0
1009,2720,2023-01-14,402.67,USD,credit,3794,0
1004,2389,2023-01-30,538.31,EUR,credit,3267,0
1005,2525,2023-02-26,502.3,USD,credit,3779,0
1005,2936,2023-01-14,377.0,EUR,debit,3576,0
1003,2759,2023-01-10,26.06,CAD,credit,3302,0
1002,2200,2023-01-22,237.72,CAD,debit,3511,0
1008,2670,2023-03-02,688.0,EUR,credit,3989,0
1010,2757,2023-02-01,466.22,CAD,credit,3173,0
1002,2737,2023-02-04,493.43,CAD,debit,3536,0
1000,2859,2023-02-24,83.59,CAD,debit,3782,0
1000,2422,2023-01-09,844.12,USD,debit,3724,0
1002,2009,2023-01-14,510.68,EUR,debit,3632,0
1010,2682,2023-03-01,620.35,EUR,credit,3016,0
1000,2544,2023-02-05,417.23,USD,credit,3548,0
1004,2017,2023-02-02,815.03,CAD,credit,3825,0
1002,2109,2023-02-28,105.35,USD,debit,3196,0
1009,2539,2023-01-17,817.06,EUR,credit,3080,0
1005,2982,2023-01-26,464.41,USD,debit,3307,0
1010,2847,2023-02-24,89.81,CAD,debit,3095,0
1006,2388,2023-01-25,557.17,USD,debit,3719,0
1002,2084,2023-02-01,846.88,CAD,credit,3579,0
1001,2916,2023-02-03,919.96,USD,debit,3922,0
1009,2486,2023-01-18,56.1,USD,credit,3920,0
1008,2577,2023-02-12,42.57,EUR,debit,3984,0
1003,2601,2023-01-10,754.73,CAD,credit,3951,0
1001,2306,2023-01-11,568.32,CAD,credit,3693,0
1008,2339,2023-01-25,758.05,USD,debit,3512,0
1005,2054,2023-01-07,442.72,USD,credit,3619,0
1009,2977,2023-02-08,402.74,EUR,debit,3649,0
1004,2802,2023-01-29,495.7,EUR,credit,3442,0
1002,2696,2023-02-07,664.07,USD,credit,3817,0
1003,2730,2023-01-05,91.22,USD,credit,3728,0
1010,2157,2023-02-17,395.73,EUR,debit,3093,0
1000,2965,2023-01-20,450.29,EUR,debit,3135,0
1001,2191,2023-01-28,454.36,CAD,credit,3105,0
1000,2091,2023-01-23,558.68,CAD,credit,3884,0
1006,2012,2023-01-19,419.67,USD,debit,3585,0
1008,2173,2023-02-13,386.92,USD,credit,3308,0
1004,2504,2023-01-10,72.63,EUR,credit,3431,0
1004,2495,2023-02-20,86.15,EUR,debit,3738,0
1010,2507,2023-02-08,620.5,EUR,debit,3138,0
1004,2006,2023-03-02,401.74,CAD,credit,3823,0
1005,2450,2023-01-22,436.31,CAD,debit,3307,0
1005,2617,2023-03-02,698.34,EUR,credit,3181,0
1006,2991,2023-01-21,298.53,CAD,credit,3990,0
1009,2800,2023-01-16,332.63,EUR,credit,3373,0
1001,2954,2023-02-06,207.8,CAD,debit,3698,0
1008,2027,2023-03-02,729.94,CAD,debit,3448,0
1004,2851,2023-02-14,78.47,EUR,credit,3142,0
1010,2310,2023-01-16,260.15,USD,credit,3808,0
1006,2075,2023-01-29,990.79,EUR,credit,3547,0
1008,2945,2023-02-28,870.94,EUR,debit,3809,0
1005,2718,2023-02-27,814.17,CAD,debit,3111,0
1003,2673,2023-02-12,361.46,CAD,debit,3576,0
1010,2693,2023-02-11,405.62,EUR,credit,3108,0
1000,2100,2023-01-17,229.78,CAD,debit,3456,0
1005,2400,2023-01-30,774.62,CAD,debit,3353,0
1000,2494,2023-01-07,302.48,USD,debit,3851,0
1002,2356,2023-01-20,349.64,USD,credit,3356,0
1007,2099,2023-01-29,724.77,EUR,credit,3068,0
1004,2045,2023-02-21,713.67,USD,credit,3663,0
1001,2693,2023-02-21,172.71,CAD,debit,3528,0
1002,2565,2023-01-11,337.68,EUR,credit,3237,0
1006,2644,2023-01-12,194.52,CAD,credit,3405,0
1000,2755,2023-02-09,884.27,EUR,credit,3398,0
1000,2721,2023-01-14,213.73,CAD,debit,3591,0
1001,2818,2023-02-25,541.52,EUR,credit,3201,0
1007,2116,2023-01-17,673.99,EUR,credit,3611,0
